latitude,longitude,views,days_since_taken,id,server,secret,title,tags,date_taken,url_s,image_path,owner,owner_name,media
51.536953,-0.128531,253,709,52928968859,65535,39d457e430,"Regents Canal, London",england london places unitedkingdom regentscanal barges reflections bluesky spring may,2023/5/24 12:40,https://live.staticflickr.com/65535/52928968859_39d457e430_m.jpg,flickr_images_sky\52928968859.jpg,15028105@N03,@bill_11,photo
51.533402,-0.126503,737,767,52779972059,65535,e0bf534792,aim for the sky,london reflection symmetry vapourtrail contrail stpancras camden pancrassquare lookup,2023/3/27 11:24,https://live.staticflickr.com/65535/52779972059_e0bf534792_m.jpg,flickr_images_sky\52779972059.jpg,21000745@N02,d0gwalker,photo
51.536632,-0.128273,1004,5469,52768215752,65535,f019573666,"St Pancras Basin, Regent's Canal, Camden, London N1.",nikond300 edk7 2010 uk england london londonn1 londonboroughofcamden canalrivertrust regentscanal stpancrasbasin narrowboat architecture building oldstructure machine mechanical engineering transportation history historical unlimitedphotos boat ship bridge railway railroad rwy rr train utilitypole water reflection sky cloud grass industrial,2010/5/12 5:56,https://live.staticflickr.com/65535/52768215752_f019573666_m.jpg,flickr_images_sky\52768215752.jpg,11200205@N02,edk7,photo
51.537086,-0.128123,1173,2567,52742635717,65535,8c5d034746,"Angry sky, King's Cross, London N1..",olympusomdem5 edk7 2018 uk england london londonn1 northlondon londonboroughofcamden kingscross stpancras city cityscape urban architecture building oldstructure mechanical engineering sky cloud gasholder victorian guideframe gasometer industrial historic vintage old park,2018/4/22 16:56,https://live.staticflickr.com/65535/52742635717_8c5d034746_m.jpg,flickr_images_sky\52742635717.jpg,11200205@N02,edk7,photo
51.534697,-0.125581,3100,815,52692905249,65535,3c1d10baf7,Red Bridge,canal water towpath bridge people reflection boats wall sky kingscross stpancras camden london nikonz50 viltrox13f14z ghe,2023/2/7 15:44,https://live.staticflickr.com/65535/52692905249_3c1d10baf7_m.jpg,flickr_images_sky\52692905249.jpg,150408877@N06,Croydon Clicker,photo
51.534697,-0.125581,3292,815,52676735835,65535,8e4060f24f,Still Waters,canal water reflection boats narrowboat building warehouse windows sky trees still regentscanal kingscross stpancras camden london nikonz50 viltrox13f14z ghe,2023/2/7 15:44,https://live.staticflickr.com/65535/52676735835_8e4060f24f_m.jpg,flickr_images_sky\52676735835.jpg,150408877@N06,Croydon Clicker,photo
51.535863,-0.126771,467,972,52333793478,65535,b6fb7ccae7,Sunlight,sun ribbons sky lensflare coaldropsyard,2022/9/3 13:05,https://live.staticflickr.com/65535/52333793478_b6fb7ccae7_m.jpg,flickr_images_sky\52333793478.jpg,73088501@N07,Mandy Willard,photo
51.53718,-0.127758,116,983,52316096812,65535,47871b055d,Gasholders,buildings london gas holders modern apartments sky industrial pillars columns grey web,2022/8/23 12:12,https://live.staticflickr.com/65535/52316096812_47871b055d_m.jpg,flickr_images_sky\52316096812.jpg,35382557@N05,SJGPhotography,photo
51.534688,-0.125401,218,1047,52226528579,65535,a6911d9ebc,2022 06 20 - Regent's Canal,regentscanal kingscross london,2022/6/20 10:04,https://live.staticflickr.com/65535/52226528579_a6911d9ebc_m.jpg,flickr_images_sky\52226528579.jpg,77151846@N08,LesHutchinson,photo
51.536963,-0.127334,121,1286,52205634527,65535,2ed7462352,_DSC6001,building sky lfgphotowalk02,2021/10/24 15:01,https://live.staticflickr.com/65535/52205634527_2ed7462352_m.jpg,flickr_images_sky\52205634527.jpg,73422480@N00,tompagenet,photo
51.533936,-0.127673,828,1161,51963816839,65535,f5a3e71870,Arch Abstract,london city urban building architecture wall roof topic abigfave,2022/2/26 11:12,https://live.staticflickr.com/65535/51963816839_f5a3e71870_m.jpg,flickr_images_sky\51963816839.jpg,96654411@N02,steve_whitmarsh,photo
51.535811,-0.127576,738,5469,51824571798,65535,f0b2001f0c,"Along Regent's Canal, King's Cross, London N1.",nikond300 edk7 2010 uk england london kingscross londonboroughofislington londonn1 britishwaterways grandunioncanal regentscanalarm regentscanal boat canalboat ship reflection tree cloud sky gasholder industrial lock city cityscape urban waterway,2010/5/12 5:59,https://live.staticflickr.com/65535/51824571798_f0b2001f0c_m.jpg,flickr_images_sky\51824571798.jpg,11200205@N02,edk7,photo
51.535064,-0.116611,885,5469,51823461792,65535,62fab41083,"Along Regent's Canal, Islington, London N1.",nikond300 edk7 2010 uk england london londonboroughofislington londonn1 britishwaterways grandunioncanal regentscanalarm regentscanal islingtonvisitormoorings boat canalboat ship porthole window reflection architecture building oldstructure brick tree terrace cloud sky tvantenna city cityscape urban waterway,2010/5/12 4:48,https://live.staticflickr.com/65535/51823461792_62fab41083_m.jpg,flickr_images_sky\51823461792.jpg,11200205@N02,edk7,photo
51.53718,-0.123499,1997,1286,51645800328,65535,692282913a,UK - London - Flickr Group Photowalk - Coal Drops Yard triangles_sq mono_DSC0101,uklondonflickrgroupphotowalkcoaldropsyardtrianglessqmonodsc0101 londonflickrphotowalk londonflickrphotowalk02,2021/10/24 17:05,https://live.staticflickr.com/65535/51645800328_692282913a_m.jpg,flickr_images_sky\51645800328.jpg,79986881@N00,Darrell Godliman,photo
51.534813,-0.130481,2713,1286,51633401570,65535,aca8ca2893,St Pancras Old Church,church graveyard tombs spire clock weathervane hedge bush tree sky cloud leaves stpancras somerstown camden london nikond700 tamronsp2470mm ghe lfgphotowalk02,2021/10/24 14:57,https://live.staticflickr.com/65535/51633401570_aca8ca2893_m.jpg,flickr_images_sky\51633401570.jpg,150408877@N06,Croydon Clicker,photo
51.535024,-0.125226,52,1314,51578758134,65535,2812d33009,BATN 121,london uk england sky,2021/9/26 16:40,https://live.staticflickr.com/65535/51578758134_2812d33009_m.jpg,flickr_images_sky\51578758134.jpg,32799292@N00,newnumenor,photo
51.534883,-0.12452,546,1490,51157974936,65535,5a6a010057,"King's Cross development, April 2021",weather building 2021 regentscanal kingscross mirrorless fujifilm fujinon london crane 03042021 sky 1545 granarysquare stpancras xt30 april 1545mm 3april2021 csc fuji xc1545mmf3556oispz england unitedkingdom,2021/4/3 16:50,https://live.staticflickr.com/65535/51157974936_5a6a010057_m.jpg,flickr_images_sky\51157974936.jpg,13601389@N02,nican45,photo
51.534988,-0.124717,334,1489,51100719779,65535,ff8554c20c,Blue Sky Thinking,,2021/4/4 11:28,https://live.staticflickr.com/65535/51100719779_ff8554c20c_m.jpg,flickr_images_sky\51100719779.jpg,27008470@N00,steve_w,photo
51.539752,-0.134484,3204,1917,51073623001,65535,52edaf37dd,Cornwall,narrowboat barge canal stpancras camden london towpath footpath people buidings sky cloud bridge cornwall nikon nikond700 d700 nikkor nikkoraf28105d ghe,2020/2/1 14:03,https://live.staticflickr.com/65535/51073623001_52edaf37dd_m.jpg,flickr_images_sky\51073623001.jpg,150408877@N06,Croydon Clicker,photo
51.535578,-0.123413,469,1560,50867444077,65535,74d74af2a5,,london england station train sky haze winter sunshine sun canal river water fujifilm victorian,2021/1/23 18:17,https://live.staticflickr.com/65535/50867444077_74d74af2a5_m.jpg,flickr_images_sky\50867444077.jpg,61553415@N08,Daniel-Charles,photo
51.538568,-0.1372,52,1620,50708594023,65535,dd0c442f8b,Purple Skies,241120 london londonboroughofcamden camden phone,2020/11/24 16:09,https://live.staticflickr.com/65535/50708594023_dd0c442f8b_m.jpg,flickr_images_sky\50708594023.jpg,11561957@N06,failing_angel,photo
51.538774,-0.137876,47,1638,50632745143,65535,d07d638e11,Tree in the Corner,061120 london phone londonboroughofcamden camden mackerelsky,2020/11/6 10:27,https://live.staticflickr.com/65535/50632745143_d07d638e11_m.jpg,flickr_images_sky\50632745143.jpg,11561957@N06,failing_angel,photo
51.538774,-0.137876,77,1638,50633494661,65535,45e0b8f85b,All Saints Under the Sky,061120 london phone londonboroughofcamden camden mackerelsky greekorthodoxcathedralchurchofallsaints church greekorthodox allsaints williaminwood henryinwood,2020/11/6 10:35,https://live.staticflickr.com/65535/50633494661_45e0b8f85b_m.jpg,flickr_images_sky\50633494661.jpg,11561957@N06,failing_angel,photo
51.538774,-0.137876,48,1638,50632744883,65535,b414d11729,Branches Against the Sky,061120 london phone londonboroughofcamden camden mackerelsky,2020/11/6 10:41,https://live.staticflickr.com/65535/50632744883_b414d11729_m.jpg,flickr_images_sky\50632744883.jpg,11561957@N06,failing_angel,photo
51.534069,-0.113728,483,1650,50557810343,65535,eb9fa117eb,"Silhouettes, Islington",silhouettes autumn london sky pollard composition,2020/10/25 11:04,https://live.staticflickr.com/65535/50557810343_eb9fa117eb_m.jpg,flickr_images_sky\50557810343.jpg,97699932@N00,r0sejam,photo
51.535102,-0.125445,420,1705,50376088577,65535,8c61abcb8c,"King's Cross development, August 2020",england building london architecture canal fuji unitedkingdom crane august regentscanal fujifilm kingscross stpancras fujinon waterway csc 2020 18135 18135mm mirrorless xt2 granarysquare xf18135mmf3556rlmoiswr 31082020 31august2020 sky weather,2020/8/31 18:32,https://live.staticflickr.com/65535/50376088577_8c61abcb8c_m.jpg,flickr_images_sky\50376088577.jpg,13601389@N02,nican45,photo
51.536229,-0.12765,2278,1887,50239313253,65535,c4aee4f334,20200302-0221,alpha emount england europe europeanunion femount kingscross london nex regentscanal regentscanaltowpath samyang samyangaf35mmf28sonyemount samyangtinyprime sony sonya7markii unitedkingdom westerneurope blur canal cloud digital fullframe industrial industry lock motionblur movement reflection sky slowshutterspeed urban water,2020/3/2 15:41,https://live.staticflickr.com/65535/50239313253_c4aee4f334_m.jpg,flickr_images_sky\50239313253.jpg,30139139@N04,www.cjo.info,photo
51.535057,-0.124948,1229,1833,49933232668,65535,3ff18fc7dc,0100_0032,35mm boots boots200colourprint england europe europeanunion granarysquare kingscross london slr unitedkingdom westerneurope yashica yashicasamuraix30 abstract analogue bluesky crane film halfframe incamerahalfframediptych industrial industry sky urban,2020/4/25 12:00,https://live.staticflickr.com/65535/49933232668_3ff18fc7dc_m.jpg,flickr_images_sky\49933232668.jpg,30139139@N04,www.cjo.info,photo
51.535636,-0.125121,2195,1917,49482867027,65535,15d1ebd325,Arches,arches lights shadows people terrace piaza fountains building sky cloud sunlight kingscross london nikon nikond700 nikkor nikkoraf28105mmd ghe,2020/2/1 13:33,https://live.staticflickr.com/65535/49482867027_15d1ebd325_m.jpg,flickr_images_sky\49482867027.jpg,150408877@N06,Croydon Clicker,photo
51.537051,-0.128468,2104,1917,49480534517,65535,97504ccdf3,Fast and Slow,train railway canal narrowboats boats water sky cloud buildings stpancras london camden nikond700 nikkoraf28105mmd ghe,2020/2/1 13:48,https://live.staticflickr.com/65535/49480534517_97504ccdf3_m.jpg,flickr_images_sky\49480534517.jpg,150408877@N06,Croydon Clicker,photo
51.537051,-0.128468,2649,1917,49474704578,65535,d01539e7ef,Mirrors,garden park footpath mirrors shadows sky cloud structure gasometer grass lawn stpancras camden london nikond700 nikkor ghe,2020/2/1 13:52,https://live.staticflickr.com/65535/49474704578_d01539e7ef_m.jpg,flickr_images_sky\49474704578.jpg,150408877@N06,Croydon Clicker,photo
51.536451,-0.126345,3254,2135,49081630956,65535,fa0c9e8abb,Late summer...,50mm canon5dmkiii people london splendid cityoflondon canonphotography londonphotographer ef50mmf18stm phredkh photosbyphredkh fredkh coalsdropyard sky prime gas kingscross peopleonthestreet peopleoflondon primelens canoneos5dmarkiii coaldropsyard flowers architecture bars tank restaurants,2019/6/28 18:04,https://live.staticflickr.com/65535/49081630956_fa0c9e8abb_m.jpg,flickr_images_sky\49081630956.jpg,13634925@N03,PhredKH,photo
51.536451,-0.126345,2751,2135,49081823977,65535,f7699604da,Late summer...,london 50mm canonphotography londonphotographer canon5dmkiii ef50mmf18stm fredkh coalsdropyard people splendid cityoflondon phredkh photosbyphredkh prime peopleonthestreet peopleoflondon primelens canoneos5dmarkiii flowers sky architecture bars tank restaurants gas kingscross coaldropsyard,2019/6/28 18:06,https://live.staticflickr.com/65535/49081823977_f7699604da_m.jpg,flickr_images_sky\49081823977.jpg,13634925@N03,PhredKH,photo
51.5408,-0.137659,1188,2014,48979805551,65535,855a9c5bbc,Camden Architecture,reflection architecture water sky london camden canal england unitedkingdom,2019/10/27 8:20,https://live.staticflickr.com/65535/48979805551_855a9c5bbc_m.jpg,flickr_images_sky\48979805551.jpg,96705257@N08,Sam Codrington,photo
51.535444,-0.125248,1187,2064,48720391908,65535,9149268521,Granary Square 4585,london kingscrossregeneration granarysquare regentscanal camden city glc greaterlondon londonboroughofcamden capital england uk omdem1mkii building architecture olympus copyright fountain outside exterior facade,2019/9/7 18:40,https://live.staticflickr.com/65535/48720391908_9149268521_m.jpg,flickr_images_sky\48720391908.jpg,12494104@N00,stagedoor,photo
51.535444,-0.125248,871,2064,48720727126,65535,e8a73730ce,Granary Square 4590,london kingscrossregeneration granarysquare regentscanal camden city glc greaterlondon londonboroughofcamden capital england uk omdem1mkii building architecture olympus copyright fountain outside exterior facade,2019/9/7 18:46,https://live.staticflickr.com/65535/48720727126_e8a73730ce_m.jpg,flickr_images_sky\48720727126.jpg,12494104@N00,stagedoor,photo
51.534737,-0.125913,948,2130,48194516482,65535,92524c4cf4,FISH AND COAL BUILDING 3,fishandcoalbuilding coaldropsyard granarysquare regentscanal kingscross london england uk city urban sky clouds unlimitedphotos nigelbewley photologo canonef1635mmf28liiusm canon5dmkii 830nm infrared digitalinfrared advancedcameraservices blackandwhite blackwhite creativephotography artphotography amateurphotographer appicoftheweek july july2019,2019/7/3 17:13,https://live.staticflickr.com/65535/48194516482_92524c4cf4_m.jpg,flickr_images_sky\48194516482.jpg,28845654@N08,Nigel Bewley,photo
51.533297,-0.125739,754,2660,48032398258,65535,2bdb5bedef,IFO by Jacques Rival,ornage dot light lumiere london festival art event romantic blue passion secret feeling people england urban city busy still peace quiet artistic viewer pink birdcage luminous rainbow winter beauty sky bird cage kingscross,2018/1/19 18:43,https://live.staticflickr.com/65535/48032398258_2bdb5bedef_m.jpg,flickr_images_sky\48032398258.jpg,14423978@N08,Michiyo Photo,photo
51.536111,-0.126945,187,2182,40876868093,65535,95c5b9c709,"Coal Drops Yard, London",,2019/5/12 16:12,https://live.staticflickr.com/65535/40876868093_95c5b9c709_m.jpg,flickr_images_sky\40876868093.jpg,35155400@N03,Secondcity,photo
51.535833,-0.1275,73,2182,47054044794,65535,d27c8c6ba8,"Regent's Canal, London",,2019/5/12 16:13,https://live.staticflickr.com/65535/47054044794_d27c8c6ba8_m.jpg,flickr_images_sky\47054044794.jpg,35155400@N03,Secondcity,photo
51.534722,-0.124723,136,2182,40876863653,65535,521f4233a5,"Granary Square, London",,2019/5/12 17:07,https://live.staticflickr.com/65535/40876863653_521f4233a5_m.jpg,flickr_images_sky\40876863653.jpg,35155400@N03,Secondcity,photo
51.535833,-0.126667,166,2182,33966206418,65535,ae300fa63f,"Coal Drops Yard, London",,2019/5/12 16:14,https://live.staticflickr.com/65535/33966206418_ae300fa63f_m.jpg,flickr_images_sky\33966206418.jpg,35155400@N03,Secondcity,photo
51.534722,-0.125,103,2182,47054033044,65535,861d5958a0,"Regent's Canal, London",,2019/5/12 17:07,https://live.staticflickr.com/65535/47054033044_861d5958a0_m.jpg,flickr_images_sky\47054033044.jpg,35155400@N03,Secondcity,photo
51.53744,-0.130387,850,2182,40873563843,65535,3831a9b206,Regent's Canal,england london stpancras camden regents canal regentscanal water waterscape dusk sunset reflection boat barge urban city cityscape website,2019/5/12 20:30,https://live.staticflickr.com/65535/40873563843_3831a9b206_m.jpg,flickr_images_sky\40873563843.jpg,81925897@N00,ca2cal,photo
51.536799,-0.129175,1729,2184,47825468851,65535,0c5ebdc088,66009. Dock Junction South.,dockjunctionsouth dbcargo 66009 actontctarmacchurchyardsidings diesel locomotive freight aggregate highrise regentscanal wcml,2019/5/10 11:53,https://live.staticflickr.com/65535/47825468851_0c5ebdc088_m.jpg,flickr_images_sky\47825468851.jpg,66202473@N04,Alan Burkwood,photo
51.536138,-0.126492,2668,2226,32836724407,65535,11757bfb0b,UK - London - Coal Drops Yard 01_DSC5493,uklondoncoaldropsyard01dsc5493 thomasheatherwick heatherwick design london england britain greatbritain unitedkingdom,2019/3/29 13:51,https://live.staticflickr.com/65535/32836724407_11757bfb0b_m.jpg,flickr_images_sky\32836724407.jpg,79986881@N00,Darrell Godliman,photo
51.536846,-0.12616,2883,2226,46864202075,65535,ca9233e8ec,UK - London - Coal Drops Yard Offices 01_sq_DSC5496,uklondoncoaldropsyardapartments01sqdsc5496 sq squares bsquares squareformat windows dwwg coaldropsyard kingscross london architecture contemporaryarchitecture modern building facade mossessianarchitects uklondoncoaldropsyardoffices01sqdsc5496,2019/3/29 13:57,https://live.staticflickr.com/65535/46864202075_ca9233e8ec_m.jpg,flickr_images_sky\46864202075.jpg,79986881@N00,Darrell Godliman,photo
51.536846,-0.12616,1962,2226,47780507371,65535,707e19d8bf,UK - London - Coal Drops Yard Offices 01_DSC5496,uklondoncoaldropsyardapartments01dsc5496 coaldropsyard kingscross london architecture contemporaryarchitecture modern building facade mossessianarchitects office offices uklondoncoaldropsyardoffices01dsc5496,2019/3/29 13:57,https://live.staticflickr.com/65535/47780507371_707e19d8bf_m.jpg,flickr_images_sky\47780507371.jpg,79986881@N00,Darrell Godliman,photo
51.539001,-0.133316,439,2190,33900976118,65535,929e0cb233,"Boxes, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal buildings afsnikkor1835mmf3545ged nikond750,2019/5/4 14:47,https://live.staticflickr.com/65535/33900976118_929e0cb233_m.jpg,flickr_images_sky\33900976118.jpg,24619268@N02,rq uk,photo
51.538434,-0.132801,434,2190,33900975528,65535,2228058b79,"Boat or Building?, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal buildings afsnikkor1835mmf3545ged nikond750,2019/5/4 14:45,https://live.staticflickr.com/65535/33900975528_2228058b79_m.jpg,flickr_images_sky\33900975528.jpg,24619268@N02,rq uk,photo
51.53746,-0.130494,398,2190,33900975158,65535,a90fe90c57,"Peaceful, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal buildings afsnikkor1835mmf3545ged nikond750,2019/5/4 14:18,https://live.staticflickr.com/65535/33900975158_a90fe90c57_m.jpg,flickr_images_sky\33900975158.jpg,24619268@N02,rq uk,photo
51.536999,-0.128767,455,2190,32834357907,65535,c1da8bb736,"Battlebridge Basin, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal buildings afsnikkor1835mmf3545ged battlebridgebasin nikond750,2019/5/4 13:41,https://live.staticflickr.com/65535/32834357907_c1da8bb736_m.jpg,flickr_images_sky\32834357907.jpg,24619268@N02,rq uk,photo
51.536312,-0.127887,443,2190,32834356957,65535,cf3231a2dd,"Interesting Mix ,Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal afsnikkor1835mmf3545ged moored boats buildings nikond750,2019/5/4 13:34,https://live.staticflickr.com/65535/32834356957_cf3231a2dd_m.jpg,flickr_images_sky\32834356957.jpg,24619268@N02,rq uk,photo
51.535184,-0.120484,413,2190,32834356367,65535,56229e660d,"Boat Club, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal afsnikkor1835mmf3545ged canoe boatclub nikond750,2019/5/4 13:01,https://live.staticflickr.com/65535/32834356367_56229e660d_m.jpg,flickr_images_sky\32834356367.jpg,24619268@N02,rq uk,photo
51.535137,-0.119433,397,2190,47777921341,65535,52c4dbd884,"Bridge Academy, Regent's Canal",rquk d750 limehousebasintocamdenlock regentscanal afsnikkor1835mmf3545ged bridgeacademy nikond750,2019/5/4 13:00,https://live.staticflickr.com/65535/47777921341_52c4dbd884_m.jpg,flickr_images_sky\47777921341.jpg,24619268@N02,rq uk,photo
51.537146,-0.128542,643,2190,40811173123,65535,fb46a5bbfc,Gasholder Park,rquk d750 limehousebasintocamdenlock gasometer regentscanal afsnikkor1835mmf3545ged gasholderpark flats nikond750 52weeksthe2019edition,2019/5/4 14:29,https://live.staticflickr.com/65535/40811173123_fb46a5bbfc_m.jpg,flickr_images_sky\40811173123.jpg,24619268@N02,rq uk,photo
51.5349,-0.122914,21,2203,47609711652,65535,f9a18ac3af,IMG_20190421_111341.jpg,,2019/4/21 11:13,https://live.staticflickr.com/65535/47609711652_f9a18ac3af_m.jpg,flickr_images_sky\47609711652.jpg,27199415@N05,baddogdown,photo
51.5349,-0.122914,22,2203,47662669641,65535,837d951666,IMG_20190421_111353.jpg,,2019/4/21 11:13,https://live.staticflickr.com/65535/47662669641_837d951666_m.jpg,flickr_images_sky\47662669641.jpg,27199415@N05,baddogdown,photo
51.5349,-0.122914,22,2203,40696113583,65535,385c89e5af,IMG_20190421_111345.jpg,,2019/4/21 11:13,https://live.staticflickr.com/65535/40696113583_385c89e5af_m.jpg,flickr_images_sky\40696113583.jpg,27199415@N05,baddogdown,photo
51.533849,-0.125752,1564,5469,46893899234,65535,13fa9fd483,"Pancras Gasworks Gasholder No.8 - Imperial Gas, Light & Coke Co., 1883 - King's Cross, London WC1..",nikond300 edk7 2010 uk england london londonboroughofcamden stpancras kingscross pancrasgasworksgasholderno8 gasometer towngas coalgas imperialgaslightandcokeco built1850s expanded1883 decommissioned2000 gradeiilisted city cityscape urban engineering architecture building oldstructure ruin relic abandoned derelict industrial vintage heritage iron steel lattice column capital sunset cloud sky,2010/5/12 14:24,https://live.staticflickr.com/65535/46893899234_13fa9fd483_m.jpg,flickr_images_sky\46893899234.jpg,11200205@N02,edk7,photo
51.539588,-0.123012,528,2211,32655673947,7855,5e8b9e1b26,66705 at Ferme Park,,2019/4/13 11:05,https://live.staticflickr.com/7855/32655673947_5e8b9e1b26_m.jpg,flickr_images_sky\32655673947.jpg,51036032@N08,Wanderer 30,photo
51.533633,-0.123448,571,2211,33720952838,7920,37869ff813,LNER 91111 on 1N83 1106 London Kings Cross to York at Kings Cross on Saturday 13 April 2019,,2019/4/13 10:43,https://live.staticflickr.com/7920/33720952838_37869ff813_m.jpg,flickr_images_sky\33720952838.jpg,51036032@N08,Wanderer 30,photo
51.536732,-0.127834,130,2225,47504691252,7869,099b82f008,LOND1 181,london england uk,2019/3/30 16:11,https://live.staticflickr.com/7869/47504691252_099b82f008_m.jpg,flickr_images_sky\47504691252.jpg,32799292@N00,newnumenor,photo
51.537086,-0.128252,168,2225,47504690132,7892,9590df173f,LOND1 175,london england uk,2019/3/30 16:06,https://live.staticflickr.com/7892/47504690132_9590df173f_m.jpg,flickr_images_sky\47504690132.jpg,32799292@N00,newnumenor,photo
51.533049,-0.125452,111,2225,47504686672,7835,327d42ccaa,LOND1 161,london england uk,2019/3/30 15:46,https://live.staticflickr.com/7835/47504686672_327d42ccaa_m.jpg,flickr_images_sky\47504686672.jpg,32799292@N00,newnumenor,photo
51.5337,-0.123167,207,2218,32614113167,7841,5dd4203881,91114,trains railway class91 ecml kgx lner 91114,2019/4/6 16:45,https://live.staticflickr.com/7841/32614113167_5dd4203881_m.jpg,flickr_images_sky\32614113167.jpg,105285627@N06,Lucas31 Transport Photography,photo
51.5375,-0.125278,57,2587,46831154384,7843,4d63712f6d,"London, April 2018",london april 2018 londonapril2018 kingscross greaterlondon england unitedkingdom geo:neighbourhood=kingscross geo:locality=london geo:county=greaterlondon geo:region=england geo:country=unitedkingdom camera:make=samsung camera:model=smg950f exif:orientation=horizontalnormal exif:exposure=11492 exif:aperture=17 exif:isospeed=40 exif:exposurebias=0 exif:flash=noflash exif:focallength=42mm meta:exif=1554632187 hvk hugovk samsung smg950f samsungsmg950f cameraphone s8 samsungs8 galaxys8 samsunggalaxys8 spring kev?t,2018/4/2 11:18,https://live.staticflickr.com/7843/46831154384_4d63712f6d_m.jpg,flickr_images_sky\46831154384.jpg,44124404848@N01,hugovk,photo
