latitude,longitude,views,days_since_taken,id,server,secret,title,tags,date_taken,url_s,image_path,owner,owner_name,media
51.537197,-0.128375,1842,1917,51083828012,65535,65ec0536ae,Gas Holder Park,gas holder park structure apartments flats building sky cloud industrial kingscross stpancras london camden nikon nikond700 d700 nikkor nikkoraf1835ed ghe,2020/2/1 13:54,https://live.staticflickr.com/65535/51083828012_65ec0536ae_m.jpg,flickr_images_cloud\51083828012.jpg,150408877@N06,Croydon Clicker,photo
51.539752,-0.134484,3204,1917,51073623001,65535,52edaf37dd,Cornwall,narrowboat barge canal stpancras camden london towpath footpath people buidings sky cloud bridge cornwall nikon nikond700 d700 nikkor nikkoraf28105d ghe,2020/2/1 14:03,https://live.staticflickr.com/65535/51073623001_52edaf37dd_m.jpg,flickr_images_cloud\51073623001.jpg,150408877@N06,Croydon Clicker,photo
51.538508,-0.122973,357,1638,50845824088,65535,5ce2609eff,York Way,canon28mmf18 covid19 coronavirus lockdown covidlondon lockdownlondon canon5dmkii canoneos5dmarkii london 2020 urbanlandscape urban newtopographics architecture clouds overcast space noone kingscross yorkway n1 kingscrosscentral kingscrossrailwaylands offices officeblocks,2020/11/6 14:44,https://live.staticflickr.com/65535/50845824088_5ce2609eff_m.jpg,flickr_images_cloud\50845824088.jpg,42539973@N00,Gary Kinsman,photo
51.535271,-0.124561,1461,1622,50812325246,65535,8c6c241367,Bridges across...,50mm canal canalboats canon canonphotography ef50mmf18stm fredkh houseboats london londonphotographer photosbyphredkh phredkh primelens regentscanal solondon splendid reflections scenic onthewater northlondon camden bridges 2020 2020lockdown lockdownphotos greyclouds cityoflondon citylife,2020/11/22 17:07,https://live.staticflickr.com/65535/50812325246_8c6c241367_m.jpg,flickr_images_cloud\50812325246.jpg,13634925@N03,PhredKH,photo
51.535738,-0.122694,1730,1622,50812433997,65535,7f77e966ba,Canal reflections... three in a row,50mm canal canalboats canon canonphotography ef50mmf18stm fredkh houseboats london londonphotographer photosbyphredkh phredkh primelens regentscanal solondon splendid reflections scenic onthewater northlondon camden 2020 2020lockdown lockdownphotos greyclouds cityoflondon citylife,2020/11/22 17:03,https://live.staticflickr.com/65535/50812433997_7f77e966ba_m.jpg,flickr_images_cloud\50812433997.jpg,13634925@N03,PhredKH,photo
51.535238,-0.124175,2122,1622,50812429327,65535,95d1a93408,Canal reflections... still waters,50mm canal canalboats canon canonphotography ef50mmf18stm fredkh houseboats london londonphotographer photosbyphredkh phredkh primelens regentscanal solondon splendid reflections scenic onthewater northlondon camden bridges 2020 2020lockdown lockdownphotos greyclouds cityoflondon citylife,2020/11/22 17:06,https://live.staticflickr.com/65535/50812429327_95d1a93408_m.jpg,flickr_images_cloud\50812429327.jpg,13634925@N03,PhredKH,photo
51.538568,-0.1372,51,1617,50709708023,65535,fbd0f69397,Smoke and Cloud,271120 london londonboroughofcamden camden phone,2020/11/27 9:09,https://live.staticflickr.com/65535/50709708023_fbd0f69397_m.jpg,flickr_images_cloud\50709708023.jpg,11561957@N06,failing_angel,photo
51.538568,-0.1372,50,1617,50710524257,65535,6aa4def2dc,Smoke and Cloud,271120 london londonboroughofcamden camden phone,2020/11/27 9:05,https://live.staticflickr.com/65535/50710524257_6aa4def2dc_m.jpg,flickr_images_cloud\50710524257.jpg,11561957@N06,failing_angel,photo
51.538568,-0.1372,49,1617,50710440926,65535,93452d49ca,Smoke and Cloud,271120 london londonboroughofcamden camden phone,2020/11/27 9:06,https://live.staticflickr.com/65535/50710440926_93452d49ca_m.jpg,flickr_images_cloud\50710440926.jpg,11561957@N06,failing_angel,photo
51.541944,-0.136792,549,1756,50298003811,65535,82e9b4d8be,Rousden Street,nw1 camdenroad london 2020 canon5dmkii canoneos5dmarkii urbanlandscape urban newtopographics space empty alone covid19 coronavirus lockdown socialdistancing pandemic covidlondon lockdownlondon noone canon28mmf18 rousdenstreet gap architecture victorian townhouses clouds overcast grey overgrown weeds sign wall garden yard,2020/7/11 20:25,https://live.staticflickr.com/65535/50298003811_82e9b4d8be_m.jpg,flickr_images_cloud\50298003811.jpg,42539973@N00,Gary Kinsman,photo
51.5447,-0.127876,274,1790,50266669493,65535,3dd69b7f68,The Studio,london camdentown camden castleroad nw1 canoneos5dmarkii canon5dmkii urbanlandscape urban newtopographics architecture 2020 covid19 coronavirus lockdown socialdistancing pandemic covidlondon lockdownlondon canon35mmf2 thestudio stpaulscrescent overcast clouds grey cantelowes,2020/6/7 14:55,https://live.staticflickr.com/65535/50266669493_3dd69b7f68_m.jpg,flickr_images_cloud\50266669493.jpg,42539973@N00,Gary Kinsman,photo
51.536229,-0.12765,2278,1887,50239313253,65535,c4aee4f334,20200302-0221,alpha emount england europe europeanunion femount kingscross london nex regentscanal regentscanaltowpath samyang samyangaf35mmf28sonyemount samyangtinyprime sony sonya7markii unitedkingdom westerneurope blur canal cloud digital fullframe industrial industry lock motionblur movement reflection sky slowshutterspeed urban water,2020/3/2 15:41,https://live.staticflickr.com/65535/50239313253_c4aee4f334_m.jpg,flickr_images_cloud\50239313253.jpg,30139139@N04,www.cjo.info,photo
51.53588,-0.126653,3093,2315,50159095093,65535,7a26709430,Gasholders Camden London,gasholders camden london architecture travel voyage vacances 2019 nikon d7200 20mm 28 d clouds,2018/12/30 13:22,https://live.staticflickr.com/65535/50159095093_7a26709430_m.jpg,flickr_images_cloud\50159095093.jpg,137759481@N02,moltes91,photo
51.538508,-0.122973,413,1827,50010377802,65535,0b2c3ca092,York Way,canon24105mmf4l covid19 coronavirus lockdown socialdistancing pandemic covidlondon lockdownlondon canon5dmkii canoneos5dmarkii london 2020 urbanlandscape urban newtopographics architecture tower highrise dark clouds overcast space noone xyapartments kingscross yorkway n1,2020/5/1 18:01,https://live.staticflickr.com/65535/50010377802_0b2c3ca092_m.jpg,flickr_images_cloud\50010377802.jpg,42539973@N00,Gary Kinsman,photo
51.539603,-0.134217,1196,1887,49619496487,65535,e08907b28b,One Man and His Dog,graffiti reflection dog canal sky walker london camden clouds,2020/3/2 10:55,https://live.staticflickr.com/65535/49619496487_e08907b28b_m.jpg,flickr_images_cloud\49619496487.jpg,96705257@N08,Sam Codrington,photo
51.535636,-0.125121,2195,1917,49482867027,65535,15d1ebd325,Arches,arches lights shadows people terrace piaza fountains building sky cloud sunlight kingscross london nikon nikond700 nikkor nikkoraf28105mmd ghe,2020/2/1 13:33,https://live.staticflickr.com/65535/49482867027_15d1ebd325_m.jpg,flickr_images_cloud\49482867027.jpg,150408877@N06,Croydon Clicker,photo
51.537051,-0.128468,2104,1917,49480534517,65535,97504ccdf3,Fast and Slow,train railway canal narrowboats boats water sky cloud buildings stpancras london camden nikond700 nikkoraf28105mmd ghe,2020/2/1 13:48,https://live.staticflickr.com/65535/49480534517_97504ccdf3_m.jpg,flickr_images_cloud\49480534517.jpg,150408877@N06,Croydon Clicker,photo
51.537051,-0.128468,2649,1917,49474704578,65535,d01539e7ef,Mirrors,garden park footpath mirrors shadows sky cloud structure gasometer grass lawn stpancras camden london nikond700 nikkor ghe,2020/2/1 13:52,https://live.staticflickr.com/65535/49474704578_d01539e7ef_m.jpg,flickr_images_cloud\49474704578.jpg,150408877@N06,Croydon Clicker,photo
51.534737,-0.125913,948,2130,48194516482,65535,92524c4cf4,FISH AND COAL BUILDING 3,fishandcoalbuilding coaldropsyard granarysquare regentscanal kingscross london england uk city urban sky clouds unlimitedphotos nigelbewley photologo canonef1635mmf28liiusm canon5dmkii 830nm infrared digitalinfrared advancedcameraservices blackandwhite blackwhite creativephotography artphotography amateurphotographer appicoftheweek july july2019,2019/7/3 17:13,https://live.staticflickr.com/65535/48194516482_92524c4cf4_m.jpg,flickr_images_cloud\48194516482.jpg,28845654@N08,Nigel Bewley,photo
51.535164,-0.132341,26,2206,46874699115,65535,f0c836ddc0,"'Silver Clouds' by Robert Worley, Goldington Crescent Gardens",london robertworley goldingtoncrescentgardens camden publicsculpture,2019/4/18 13:34,https://live.staticflickr.com/65535/46874699115_f0c836ddc0_m.jpg,flickr_images_cloud\46874699115.jpg,99245765@N00,Loz Flowers,photo
51.535164,-0.132341,31,2206,47791101501,65535,a91faf5b2f,"'Silver Clouds' by Robert Worley, Goldington Crescent Gardens",london robertworley goldingtoncrescentgardens camden publicsculpture,2019/4/18 13:35,https://live.staticflickr.com/65535/47791101501_a91faf5b2f_m.jpg,flickr_images_cloud\47791101501.jpg,99245765@N00,Loz Flowers,photo
51.535164,-0.132341,28,2206,46874694405,65535,c042163b91,"'Silver Clouds' by Robert Worley, Goldington Crescent Gardens",london robertworley goldingtoncrescentgardens camden publicsculpture,2019/4/18 13:35,https://live.staticflickr.com/65535/46874694405_c042163b91_m.jpg,flickr_images_cloud\46874694405.jpg,99245765@N00,Loz Flowers,photo
51.533849,-0.125752,1564,5469,46893899234,65535,13fa9fd483,"Pancras Gasworks Gasholder No.8 - Imperial Gas, Light & Coke Co., 1883 - King's Cross, London WC1..",nikond300 edk7 2010 uk england london londonboroughofcamden stpancras kingscross pancrasgasworksgasholderno8 gasometer towngas coalgas imperialgaslightandcokeco built1850s expanded1883 decommissioned2000 gradeiilisted city cityscape urban engineering architecture building oldstructure ruin relic abandoned derelict industrial vintage heritage iron steel lattice column capital sunset cloud sky,2010/5/12 14:24,https://live.staticflickr.com/65535/46893899234_13fa9fd483_m.jpg,flickr_images_cloud\46893899234.jpg,11200205@N02,edk7,photo
51.536,-0.126556,278,2379,44771140165,1968,68c91c06c9,Perched,20181027 coaldropsyard kingscross london bird development heritage history railway reflection retail roof shops sky slates,2018/10/27 12:13,https://live.staticflickr.com/1968/44771140165_68c91c06c9_m.jpg,flickr_images_cloud\44771140165.jpg,51939423@N00,McTumshie (Andrew Smith),photo
51.533342,-0.125334,2578,2427,43784290735,1869,eca277d5bb,"Kings Cross, London",reflection grid london kings cross bw blackandwhite sky cloud window pillars,2018/9/9 14:43,https://live.staticflickr.com/1869/43784290735_eca277d5bb_m.jpg,flickr_images_cloud\43784290735.jpg,129085227@N08,Velosnapper,photo
51.543392,-0.126374,609,2454,29584026727,1898,8d15ece977,Agar Grove,agargrove grovetyres london 2018 cantelowes camden canon35mmf2 canon5dmkii canoneos5dmarkii shops shopfront shop urbanlandscape urban newtopographics topographics architecture townhouses overcast cloud grey nw1,2018/8/13 19:19,https://live.staticflickr.com/1898/29584026727_8d15ece977_m.jpg,flickr_images_cloud\29584026727.jpg,42539973@N00,Gary Kinsman,photo
51.54048,-0.125098,553,2454,44470617332,1868,93af537d3f,Freight Lane,freightlane n1 n1c london kingscross kingscrosscentral kingscrossrailwaylands 2018 architecture urbanlandscape urban topographics newtopographics poster advert advertising sign skyn skyncondoms lonely alone empty nowhere unplace railwayline bridge lamp post canon35mmf2 overcast cloud grey,2018/8/13 19:13,https://live.staticflickr.com/1868/44470617332_93af537d3f_m.jpg,flickr_images_cloud\44470617332.jpg,42539973@N00,Gary Kinsman,photo
51.536893,-0.128327,282,2505,28101064247,1823,e1d11c517b,Gasometer in the sky,jubilee greenway section 3 three walk saturday 23rd june 2018 sunny warm blue skies camdenlocktovictoriapark regents canal amble stroll walking exploring london city urban gasometer looking up sky st pancras clouds formerly used,2018/6/23 10:49,https://live.staticflickr.com/1823/28101064247_e1d11c517b_m.jpg,flickr_images_cloud\28101064247.jpg,9302732@N08,zawtowers,photo
51.534984,-0.127061,1481,5469,39291275615,4701,3ee709fbbb,"Serenity - Regent's Canal panorama, King's Cross, London N1..",nikond300 edk7 2010 uk england london londonboroughofcamden londonn1 grandunioncanal regentscanalarm nearstpancraslock boat ship canalboat tree cloud water duck mallard wall brick rusty crusty vintage towpath narrowboat houseboat workboat tugboat,2010/5/12 5:48,https://live.staticflickr.com/4701/39291275615_3ee709fbbb_m.jpg,flickr_images_cloud\39291275615.jpg,11200205@N02,edk7,photo
51.533195,-0.12307,1620,5469,26299696788,4603,968ea09484,"Train sheds by night - King's Cross mainline railway station, London N1..",nikond300 edk7 2010 uk england london londonn1 londonboroughofcamden yorkway networkrail kingscross londonkingscross mainlinerailwaystation street pavement sidewalk wall brick architecture building oldstructure sky cloud window people light,2010/5/12 15:15,https://live.staticflickr.com/4603/26299696788_968ea09484_m.jpg,flickr_images_cloud\26299696788.jpg,11200205@N02,edk7,photo
51.534924,-0.125355,1364,2661,39926095791,4612,617e70a348,A Close Encounter,london lumiere light clouds people mystery,2018/1/18 22:44,https://live.staticflickr.com/4612/39926095791_617e70a348_m.jpg,flickr_images_cloud\39926095791.jpg,7739723@N02,Matthew Bickham,photo
51.537536,-0.130475,1392,2820,36381202284,65535,80f746d729,20170812-0027-Edit,england sky urban blackandwhite bw cloud london tower industry monochrome architecture digital blackwhite europe industrial unitedkingdom decay regentscanal fujifilm kingscross derelict europeanunion westerneurope silverefexpro regentscanaltowpath xmount silverefexpro2 xfmount fujifilmxe1 fujinonxf1855mmf284rlmois nikcollection abandoned,2017/8/12 16:50,https://live.staticflickr.com/65535/36381202284_80f746d729_m.jpg,flickr_images_cloud\36381202284.jpg,30139139@N04,www.cjo.info,photo
51.534736,-0.125813,908,2820,36381189474,4366,efe40291cc,20170812-0001-Edit,bw england europe europeanunion fujifilm fujifilmxe1 fujinonxf1855mmf284rlmois kingscross london nikcollection regentscanaltowpath regentscanal silverefexpro silverefexpro2 unitedkingdom westerneurope xmount xfmount architecture blackwhite blackandwhite brick brickwork building cloud digital monochrome oldbuilding sky window,2017/8/12 16:37,https://live.staticflickr.com/4366/36381189474_efe40291cc_m.jpg,flickr_images_cloud\36381189474.jpg,30139139@N04,www.cjo.info,photo
51.537153,-0.128488,4010,2872,35678498461,4263,5bc41e69cc,Living in another world,olympus om1n olympusom om3ti om2sp om10 om1 om2n olympusom1 om3 plustek7200 pussy london londonskyline gasometer clouds sky blackwhite bw bigsky talktalk livinginanotherworld markhollis canal regentscanal kingscross,2017/6/21 21:04,https://live.staticflickr.com/4263/35678498461_5bc41e69cc_m.jpg,flickr_images_cloud\35678498461.jpg,31893851@N02,blueP739,photo
51.534804,-0.126149,3893,2872,35522045592,4110,932d6cc008,All we do,olympus om4 om1n olympusom om3ti om2sp om10 om1 om2n om3 orange kentmere100 kingscross clouds regentscanal plustek7200 pussy zuiko2828 bw blackwhite,2017/6/21 20:15,https://live.staticflickr.com/4110/35522045592_932d6cc008_m.jpg,flickr_images_cloud\35522045592.jpg,31893851@N02,blueP739,photo
51.538719,-0.125775,2050,2882,35400954426,4224,42187f367d,Chevron,lines bnw buildingsite color monochrome chevron cloud advertisinghoarding mono london building blackandwhite construction colour england unitedkingdom gb sky,2017/6/11 16:24,https://live.staticflickr.com/4224/35400954426_42187f367d_m.jpg,flickr_images_cloud\35400954426.jpg,96705257@N08,Sam Codrington,photo
51.533025,-0.124962,70,2892,34274596974,4256,12ddb8dd5c,"King's Cross, London",modernarchitecture columns cloud city reflection sky building architecture kingscross london,2017/6/1 11:29,https://live.staticflickr.com/4256/34274596974_12ddb8dd5c_m.jpg,flickr_images_cloud\34274596974.jpg,27678895@N02,ijclark,photo
51.537039,-0.128413,1962,3160,33679157822,2872,7f2d0f9d13,Gas Holder Number 8,kingscross london n1 nikon d5200 1855 gasholderpark gasholder gasometer steelpavilion apartments grass bushes sky clouds reflections architecture gasholdernumber8 park bench flats urban number8,2016/9/6 13:13,https://live.staticflickr.com/2872/33679157822_7f2d0f9d13_m.jpg,flickr_images_cloud\33679157822.jpg,47652574@N06,tcees,photo
51.536986,-0.128402,2039,3160,32971487254,3816,1631282ef6,Gas Holder Park Grass,kingscross london n1 gasometer nikon d5200 1855mm gasholder park gasholdernumber8 gas grass cranes flats apartments people architecture steelpavilion bench watertower sky clouds gasholderpark urban number8 street,2016/9/6 12:59,https://live.staticflickr.com/3816/32971487254_1631282ef6_m.jpg,flickr_images_cloud\32971487254.jpg,47652574@N06,tcees,photo
51.533069,-0.125977,8802,3249,32191242105,353,308ea513e1,King's Cross St Pancras - London Sunrise,london kingscross stpancras international sunrise clouds city shard stpauls londoneye sky colour morning buildings roof silhouette station taxis clocktower skyline atmosphere eurostar capital architecture england hotel renaissancehotel view panorama entrance exit exterior metro rail roundel sign transport tube underground urban wow,2016/6/9 19:10,https://live.staticflickr.com/353/32191242105_308ea513e1_m.jpg,flickr_images_cloud\32191242105.jpg,125912004@N02,peterjcoughlan,photo
51.536259,-0.126256,2364,3059,31633420182,514,4e56e08020,Blue Times At Google...,london google city cityscape bluehour king cross station clock tower train night dri hdr skyscrapers shard foggy clouds lighttrails architecture,2016/12/16 16:23,https://live.staticflickr.com/514/31633420182_4e56e08020_m.jpg,flickr_images_cloud\31633420182.jpg,7676405@N04,JH Images.co.uk,photo
51.534602,-0.124339,220,3064,31582175325,286,b39b9bb796,Kings Cross,,2016/12/11 15:22,https://live.staticflickr.com/286/31582175325_b39b9bb796_m.jpg,flickr_images_cloud\31582175325.jpg,98453206@N00,Jeppestown,photo
51.5353,-0.125048,439,3094,30853299890,5602,842cf05948,Granary Place,granary place square kings cross camden london city urban capital england regeneration fountains water steam clouds,2016/11/11 13:06,https://live.staticflickr.com/5602/30853299890_842cf05948_m.jpg,flickr_images_cloud\30853299890.jpg,119192561@N02,My photos live here,photo
51.535313,-0.12502,433,3094,31076957462,5712,0192d09bfe,Steam,granary place square kings cross camden london city urban capital england regeneration fountains water steam clouds,2016/11/11 13:06,https://live.staticflickr.com/5712/31076957462_0192d09bfe_m.jpg,flickr_images_cloud\31076957462.jpg,119192561@N02,My photos live here,photo
51.535569,-0.122537,482,3118,30456631661,8614,c3ea5e5f77,Kings Place,kings place building offices theatre road vans sun cloud sky london cross camden capital city urban york way,2016/10/18 13:02,https://live.staticflickr.com/8614/30456631661_c3ea5e5f77_m.jpg,flickr_images_cloud\30456631661.jpg,119192561@N02,My photos live here,photo
51.536005,-0.122759,5355,3272,27014613571,7279,cb3e4d4579,King`s Cross`2010-2016,old uk trees england people urban london art history classic tourism wet water wall architecture clouds canon canal google construction weeds sad view grim path camden platform rail dirty retro gas collection nostalgia topless council local petrol streetfurniture mad kingscross expensive islington changes stpancras development demolished barge waterway n1 oldandnew gasholder vanished pastandpresent londonist telecomtower bygone hereandnow goodsway googlehq ivywalls railwayland,2016/5/17 20:13,https://live.staticflickr.com/7279/27014613571_cb3e4d4579_m.jpg,flickr_images_cloud\27014613571.jpg,81065266@N00,roll the dice,photo
51.536791,-0.125631,1439,3289,26122417014,1544,f0465c9efd,Black clouds over Kings Cross,kingscross lbofcamden london redevelopment urbanpanorama cityscape androidphotography cameraphonephotographer mobilesnaps htconem8 editedinsnapseed seenonmytravels notwalkingwithmynikon flaneur,2016/4/30 14:08,https://live.staticflickr.com/1544/26122417014_f0465c9efd_m.jpg,flickr_images_cloud\26122417014.jpg,12608538@N03,IanAWood,photo
51.537334,-0.12998,348,3330,27477156413,7376,8ec5b1eb88,Camley Street,canon28mmf18 construction london canon5dmkii canoneos5dmarkii nw1 canon5dmarkii crane kingscrosscentral kingscrossrailwaylands empy kingscross quiet skyline cityscape urban development apartments apartmentblock new overcast clouds grey topographics newtopographics 2016 urbanlandscape camleystreet architecture gasholder buildingt1 canal regentscanal bridge train gasholders gasometers gasometer gasworks,2016/3/20 15:54,https://live.staticflickr.com/7376/27477156413_8ec5b1eb88_m.jpg,flickr_images_cloud\27477156413.jpg,42539973@N00,Gary Kinsman,photo
51.537601,-0.13027,433,3330,28014063191,7392,a3d3b0976e,Camley Street,canon28mmf18 construction london canon5dmkii canoneos5dmarkii nw1 canon5dmarkii crane kingscrosscentral kingscrossrailwaylands empy kingscross quiet skyline cityscape urban development apartments apartmentblock new overcast clouds grey topographics newtopographics 2016 urbanlandscape camleystreet architecture gasholder buildingt1 grandmidlandhotel stpancrasrenaissancehotel spire gasholders gasometers gasometer gasworks,2016/3/20 15:56,https://live.staticflickr.com/7392/28014063191_a3d3b0976e_m.jpg,flickr_images_cloud\28014063191.jpg,42539973@N00,Gary Kinsman,photo
51.53908,-0.125017,319,3307,26396161385,1603,73561aebc2,Canal Tunnels (and CTRL) from the Kings Cross viewing platform,,2016/4/12 18:39,https://live.staticflickr.com/1603/26396161385_73561aebc2_m.jpg,flickr_images_cloud\26396161385.jpg,89918686@N03,turini2,photo
51.537737,-0.125098,650,3330,26386629745,1671,ce97f1be96,A forest of brick and steel,trees london architecture clouds contrast forest construction apartments quiet image space empty nowhere overcast hoarding illusion future reality blocks nothing gentrification kingscross mundane n1 banal urbanlandscape anywhere imagined unplace 2015 placeless topographics canon28mmf18 newtopographics kingscrosscentral canoneos5dmarkii saxoncourt idealised canon5dmkii n1c kingscrossrailwaylands,2016/3/20 16:30,https://live.staticflickr.com/1671/26386629745_ce97f1be96_m.jpg,flickr_images_cloud\26386629745.jpg,42539973@N00,Gary Kinsman,photo
51.537054,-0.128779,903,3330,25530108044,1463,e36320bd63,St Pancras Basin,new urban london skyline architecture clouds boats canal construction cityscape quiet crane watertower basin cranes regentscanal highrise kingscross empy development urbanlandscape nw1 barges 2016 topographics canon28mmf18 newtopographics kingscrosscentral canoneos5dmarkii canon5dmkii stpancrasbasin canon5dmarkii kingscrossrailwaylands,2016/3/20 16:00,https://live.staticflickr.com/1463/25530108044_e36320bd63_m.jpg,flickr_images_cloud\25530108044.jpg,42539973@N00,Gary Kinsman,photo
51.537695,-0.126375,823,3330,26040432412,1587,d4e87efcc4,Blocks,new urban london tower skyline architecture clouds construction apartments cityscape quiet crane space empty hoarding highrise blocks kingscross empy development n1 apartmentblock urbanlandscape 2016 topographics canon28mmf18 newtopographics urbanest kingscrosscentral canoneos5dmarkii saxoncourt handysidestreet canon5dmkii canon5dmarkii n1c kingscrossrailwaylands urbanestkingscross,2016/3/20 16:23,https://live.staticflickr.com/1587/26040432412_d4e87efcc4_m.jpg,flickr_images_cloud\26040432412.jpg,42539973@N00,Gary Kinsman,photo
51.537721,-0.130356,620,3330,26030196012,1598,242d79da59,Onyx,new urban london tower skyline architecture clouds grey construction apartments cityscape quiet crane overcast hoarding highrise kingscross empy development onyx apartmentblock urbanlandscape nw1 2016 topographics camleystreet canon28mmf18 newtopographics urbanest kingscrosscentral canoneos5dmarkii canon5dmkii canon5dmarkii kingscrossrailwaylands onyxapartments urbanestkingscross buildingt1,2016/3/20 15:53,https://live.staticflickr.com/1598/26030196012_242d79da59_m.jpg,flickr_images_cloud\26030196012.jpg,42539973@N00,Gary Kinsman,photo
51.537983,-0.113923,62,3337,25342985963,1682,f0fd68e20d,IMG_3948,sunset bttower,2016/3/13 17:49,https://live.staticflickr.com/1682/25342985963_f0fd68e20d_m.jpg,flickr_images_cloud\25342985963.jpg,37912374670@N01,acb,photo
51.534744,-0.124962,57,3337,25760825385,1487,c88cd59608,,,2016/3/13 15:49,https://live.staticflickr.com/1487/25760825385_c88cd59608_m.jpg,flickr_images_cloud\25760825385.jpg,33292481@N07,Liminal Londoner,photo
